Chiralindicen,Chiralindicem,Initialatomiccoordinateu,Initialatomiccoordinatev,Initialatomiccoordinatew,Calculatedatomiccoordinatesu,Calculatedatomiccoordinatesv,Calculatedatomiccoordinatesw
6,5,0.25417,0.64890,0.37822,0.25101,0.65113,0.37822
6,5,0.20391,0.58317,0.40936,0.19849,0.58425,0.40939
6,5,0.46912,0.82879,0.40570,0.46895,0.83300,0.40568
6,5,0.40130,0.78517,0.43683,0.39888,0.78837,0.43679
6,5,0.48285,0.83637,0.46614,0.48190,0.84052,0.46607
6,5,0.41470,0.79462,0.49727,0.41296,0.79885,0.49731
6,5,0.70630,0.89860,0.49361,0.70888,0.90354,0.49350
6,5,0.64464,0.89406,0.52474,0.64717,0.90029,0.52470
6,5,0.71795,0.89808,0.55405,0.72196,0.90411,0.55400
6,5,0.65737,0.89591,0.58518,0.65965,0.90084,0.58516
6,5,0.86635,0.81938,0.58152,0.87397,0.82508,0.58152
6,5,0.83389,0.85562,0.61266,0.83851,0.85995,0.61267
6,5,0.87156,0.81095,0.64196,0.87693,0.81481,0.64200
6,5,0.84121,0.84918,0.67310,0.84664,0.85486,0.67313
6,5,0.88942,0.62075,0.00277,0.89683,0.62350,0.00288
6,5,0.77696,0.39013,0.03024,0.78126,0.38916,0.03030
6,5,0.71206,0.31366,0.05954,0.71479,0.31015,0.05946
6,5,0.76690,0.37697,0.09068,0.76995,0.37519,0.09060
6,5,0.48963,0.14967,0.08702,0.48896,0.14513,0.08696
6,5,0.55823,0.18755,0.11815,0.55910,0.18522,0.11810
6,5,0.47588,0.14331,0.14746,0.47527,0.13980,0.14738
6,5,0.54459,0.17919,0.17859,0.54493,0.17542,0.17856
6,5,0.25954,0.10438,0.17493,0.25551,0.09859,0.17491
6,5,0.31773,0.10180,0.20606,0.31512,0.09690,0.20608
6,5,0.24871,0.10631,0.23537,0.24448,0.10009,0.23545
6,5,0.30560,0.10136,0.26650,0.30275,0.09451,0.26659
6,5,0.11936,0.20701,0.26284,0.11598,0.20435,0.26297
6,5,0.14538,0.16492,0.29398,0.14263,0.16132,0.29405
6,5,0.11549,0.21651,0.32328,0.11042,0.21218,0.32334
6,5,0.13930,0.17258,0.35441,0.13330,0.16665,0.35452
6,5,0.12150,0.41918,0.35075,0.11623,0.41736,0.35088
6,5,0.10561,0.35333,0.38189,0.09835,0.35010,0.38202
6,5,0.12604,0.43271,0.41119,0.11994,0.43182,0.41124
6,5,0.10786,0.36621,0.44233,0.10097,0.36404,0.44241
6,5,0.26515,0.66158,0.43866,0.26017,0.66397,0.43872
6,5,0.21331,0.59658,0.46980,0.20839,0.59751,0.46992
6,5,0.27641,0.67406,0.49910,0.27306,0.67682,0.49917
6,5,0.22304,0.60987,0.53024,0.21875,0.61084,0.53030
6,5,0.49661,0.84356,0.52658,0.49746,0.84939,0.52651
6,5,0.42819,0.80371,0.55771,0.42765,0.80885,0.55765
6,5,0.51038,0.85034,0.58702,0.51104,0.85487,0.58696
6,5,0.44177,0.81245,0.61815,0.44091,0.81478,0.61810
6,5,0.72934,0.89709,0.61449,0.73297,0.90187,0.61444
6,5,0.66992,0.89730,0.64562,0.67267,0.90270,0.64559
6,5,0.74046,0.89562,0.67493,0.74449,0.90141,0.67491
6,5,0.68227,0.89820,0.70606,0.68489,0.90310,0.70608
6,5,0.87632,0.80215,0.70240,0.88256,0.80714,0.70244
6,5,0.84812,0.84234,0.73354,0.85358,0.84786,0.73365
6,5,0.88064,0.79299,0.76284,0.88402,0.79565,0.76297
6,5,0.85462,0.83508,0.79398,0.85737,0.83868,0.79405
6,5,0.86353,0.54002,0.03207,0.86890,0.54120,0.03216
6,5,0.88624,0.60756,0.06321,0.89119,0.60959,0.06330
6,5,0.85767,0.52631,0.09251,0.86059,0.52606,0.09247
6,5,0.88260,0.59424,0.12365,0.88609,0.59512,0.12361
6,5,0.70029,0.30161,0.11998,0.70276,0.29902,0.11993
6,5,0.75652,0.36395,0.15112,0.76066,0.36235,0.15109
6,5,0.68827,0.28979,0.18042,0.69105,0.28582,0.18030
6,5,0.74583,0.35110,0.21156,0.74903,0.34873,0.21144
6,5,0.46215,0.13737,0.20789,0.46079,0.13289,0.20788
6,5,0.53088,0.17121,0.23903,0.53120,0.16648,0.23904
6,5,0.44848,0.13187,0.26833,0.44775,0.12558,0.26839
6,5,0.51715,0.16363,0.29947,0.51846,0.15829,0.29954
6,5,0.23817,0.10872,0.29581,0.23437,0.10241,0.29589
6,5,0.29370,0.10140,0.32694,0.29101,0.09547,0.32708
6,5,0.22795,0.11159,0.35625,0.22286,0.10441,0.35634
6,5,0.28205,0.10192,0.38738,0.27803,0.09554,0.38754
6,5,0.11209,0.22636,0.38372,0.10399,0.22108,0.38377
6,5,0.13366,0.18062,0.41485,0.12607,0.17467,0.41495
6,5,0.10914,0.23653,0.44416,0.10198,0.23257,0.44420
6,5,0.12845,0.18905,0.47529,0.12318,0.18505,0.47533
6,5,0.13104,0.44631,0.47163,0.12456,0.44545,0.47174
6,5,0.11058,0.37926,0.50277,0.10317,0.37650,0.50288
6,5,0.13647,0.45998,0.53207,0.13110,0.45881,0.53216
6,5,0.11376,0.39244,0.56321,0.10881,0.39041,0.56330
6,5,0.28794,0.68634,0.55954,0.28521,0.68985,0.55946
6,5,0.23310,0.62303,0.59068,0.23005,0.62481,0.59060
6,5,0.29972,0.69839,0.61998,0.29724,0.70098,0.61993
6,5,0.24348,0.63605,0.65112,0.23934,0.63765,0.65109
6,5,0.52413,0.85670,0.64746,0.52474,0.86020,0.64738
6,5,0.45542,0.82081,0.67859,0.45508,0.82458,0.67856
6,5,0.53785,0.86263,0.70789,0.53921,0.86712,0.70788
6,5,0.46912,0.82879,0.73903,0.46880,0.83352,0.73904
6,5,0.75129,0.89369,0.73537,0.75552,0.89992,0.73545
6,5,0.69440,0.89864,0.76650,0.69725,0.90549,0.76659
6,5,0.76183,0.89128,0.79581,0.76563,0.89759,0.79589
6,5,0.70630,0.89860,0.82694,0.70899,0.90453,0.82708
6,5,0.88451,0.78349,0.82328,0.88958,0.78782,0.82334
6,5,0.86070,0.82742,0.85441,0.86670,0.83335,0.85452
6,5,0.88791,0.77364,0.88372,0.89601,0.77892,0.88377
6,5,0.86635,0.81938,0.91485,0.87393,0.82533,0.91495
6,5,0.85137,0.51256,0.15295,0.85541,0.51264,0.15290
6,5,0.87851,0.58082,0.18409,0.88314,0.58262,0.18399
6,5,0.84466,0.49880,0.21339,0.84853,0.49871,0.21323
6,5,0.87396,0.56729,0.24452,0.87885,0.56784,0.24442
6,5,0.67603,0.27822,0.24086,0.67841,0.27425,0.24077
6,5,0.73485,0.33842,0.27200,0.73932,0.33501,0.27195
6,5,0.66357,0.26692,0.30130,0.66680,0.26172,0.30131
6,5,0.72359,0.32594,0.33244,0.72748,0.32280,0.33245
6,5,0.43486,0.12681,0.32877,0.43400,0.12128,0.32883
6,5,0.50339,0.15644,0.35991,0.50334,0.15237,0.36004
6,5,0.42133,0.12219,0.38921,0.41951,0.11777,0.38929
6,5,0.48963,0.14967,0.42035,0.48993,0.14586,0.42034
6,5,0.21806,0.11492,0.41669,0.21250,0.10906,0.41678
6,5,0.27066,0.10291,0.44782,0.26838,0.09923,0.44786
6,5,0.20849,0.11871,0.47713,0.20508,0.11507,0.47715
6,5,0.25954,0.10438,0.50826,0.25600,0.09901,0.50827
6,5,0.10666,0.24701,0.50460,0.09989,0.24296,0.50466
6,5,0.12368,0.19785,0.53573,0.11785,0.19284,0.53579
6,5,0.10465,0.25780,0.56504,0.09947,0.25434,0.56510
6,5,0.11936,0.20701,0.59617,0.11601,0.20341,0.59623
6,5,0.14233,0.47369,0.59251,0.13941,0.47394,0.59247
6,5,0.11740,0.40576,0.62365,0.11391,0.40488,0.62361
6,5,0.14863,0.48744,0.65295,0.14459,0.48736,0.65290
6,5,0.12150,0.41918,0.68409,0.11686,0.41739,0.68399
6,5,0.31173,0.71021,0.68042,0.30895,0.71419,0.68030
6,5,0.25417,0.64890,0.71156,0.25097,0.65127,0.71144
6,5,0.32397,0.72178,0.74086,0.32159,0.72575,0.74077
6,5,0.26515,0.66158,0.77200,0.26068,0.66499,0.77195
6,5,0.55152,0.86813,0.76833,0.55225,0.87442,0.76839
6,5,0.48285,0.83637,0.79947,0.48154,0.84171,0.79954
6,5,0.56514,0.87319,0.82877,0.56600,0.87872,0.82883
6,5,0.49661,0.84356,0.85991,0.49666,0.84763,0.86004
6,5,0.77205,0.88841,0.85625,0.77714,0.89559,0.85634
6,5,0.71795,0.89808,0.88738,0.72197,0.90446,0.88754
6,5,0.78195,0.88508,0.91669,0.78750,0.89094,0.91678
6,5,0.72934,0.89709,0.94782,0.73162,0.90077,0.94786
6,5,0.89086,0.76347,0.94416,0.89802,0.76743,0.94420
6,5,0.87156,0.81095,0.97529,0.87682,0.81495,0.97533
6,5,0.83754,0.48504,0.27383,0.84218,0.48352,0.27368
6,5,0.86897,0.55369,0.30496,0.87499,0.55422,0.30484
6,5,0.83002,0.47130,0.33427,0.83468,0.47048,0.33416
6,5,0.86353,0.54002,0.36540,0.86866,0.54113,0.36533
6,5,0.65093,0.25590,0.36174,0.65331,0.25218,0.36177
6,5,0.71206,0.31366,0.39288,0.71633,0.31099,0.39285
6,5,0.63810,0.24516,0.42218,0.64012,0.24122,0.42211
6,5,0.70029,0.30161,0.45332,0.70300,0.29891,0.45331
6,5,0.40788,0.11802,0.44965,0.40748,0.11480,0.44965
6,5,0.47588,0.14331,0.48079,0.47629,0.14032,0.48083
6,5,0.39455,0.11431,0.51009,0.39261,0.10951,0.51002
6,5,0.46215,0.13737,0.54123,0.46123,0.13214,0.54117
6,5,0.19928,0.12296,0.53757,0.19448,0.11740,0.53761
6,5,0.24871,0.10631,0.56870,0.24518,0.10005,0.56871
6,5,0.19043,0.12766,0.59800,0.18670,0.12225,0.59805
6,5,0.23817,0.10872,0.62914,0.23435,0.10124,0.62919
6,5,0.10311,0.26887,0.62548,0.09925,0.26619,0.62547
6,5,0.11549,0.21651,0.65661,0.11011,0.21123,0.65656
6,5,0.10205,0.28022,0.68592,0.09589,0.27637,0.68579
6,5,0.11209,0.22636,0.71705,0.10483,0.22111,0.71698
6,5,0.15534,0.50120,0.71339,0.15148,0.50129,0.71323
6,5,0.12604,0.43271,0.74452,0.12116,0.43216,0.74442
6,5,0.16246,0.51496,0.77383,0.15782,0.51648,0.77368
6,5,0.13104,0.44631,0.80496,0.12501,0.44578,0.80484
6,5,0.33643,0.73308,0.80130,0.33320,0.73828,0.80131
6,5,0.27641,0.67406,0.83244,0.27252,0.67721,0.83245
6,5,0.34907,0.74410,0.86174,0.34669,0.74782,0.86177
6,5,0.28794,0.68634,0.89288,0.28367,0.68901,0.89285
6,5,0.57867,0.87781,0.88921,0.58049,0.88224,0.88929
6,5,0.51038,0.85034,0.92035,0.51007,0.85414,0.92034
6,5,0.59212,0.88198,0.94965,0.59252,0.88520,0.94965
6,5,0.52413,0.85670,0.98079,0.52371,0.85968,0.98083
6,5,0.79151,0.88129,0.97713,0.79492,0.88493,0.97715
6,5,0.89866,0.69631,0.30680,0.90533,0.69891,0.30667
6,5,0.89830,0.68421,0.36724,0.90387,0.68693,0.36710
6,5,0.82210,0.45759,0.39471,0.82644,0.45702,0.39462
6,5,0.85767,0.52631,0.42584,0.86109,0.52651,0.42581
6,5,0.81380,0.44393,0.45515,0.81600,0.44305,0.45511
6,5,0.85137,0.51256,0.48628,0.85551,0.51301,0.48628
6,5,0.62511,0.23473,0.48262,0.62720,0.23138,0.48269
6,5,0.68827,0.28979,0.51376,0.69206,0.28662,0.51384
6,5,0.61197,0.22462,0.54306,0.61294,0.22008,0.54302
6,5,0.67603,0.27822,0.57420,0.67867,0.27428,0.57417
6,5,0.38134,0.11105,0.57053,0.37893,0.10388,0.57049
6,5,0.44848,0.13187,0.60167,0.44781,0.12518,0.60164
6,5,0.36828,0.10826,0.63097,0.36606,0.10071,0.63097
6,5,0.43486,0.12681,0.66211,0.43403,0.12008,0.66213
6,5,0.18194,0.13280,0.65844,0.17664,0.12566,0.65843
6,5,0.22795,0.11159,0.68958,0.22321,0.10403,0.68961
6,5,0.17383,0.13838,0.71888,0.16769,0.13219,0.71883
6,5,0.21806,0.11492,0.75002,0.21336,0.10934,0.74998
6,5,0.10146,0.29184,0.74636,0.09558,0.28920,0.74624
6,5,0.10914,0.23653,0.77749,0.10314,0.23287,0.77741
6,5,0.10134,0.30370,0.80680,0.09467,0.30109,0.80667
6,5,0.10666,0.24701,0.83793,0.09991,0.24258,0.83778
6,5,0.16998,0.52870,0.83427,0.16532,0.52952,0.83416
6,5,0.13647,0.45998,0.86540,0.13134,0.45887,0.86533
6,5,0.17790,0.54241,0.89471,0.17356,0.54298,0.89462
6,5,0.14233,0.47369,0.92584,0.13891,0.47349,0.92581
6,5,0.36190,0.75484,0.92218,0.35988,0.75878,0.92211
6,5,0.29972,0.69839,0.95332,0.29700,0.70109,0.95331
6,5,0.37489,0.76527,0.98262,0.37280,0.76862,0.98269
6,5,0.89747,0.67190,0.42768,0.90324,0.67441,0.42761
6,5,0.89617,0.65938,0.48811,0.90045,0.66116,0.48809
6,5,0.80513,0.43034,0.51559,0.80988,0.42940,0.51562
6,5,0.84466,0.49880,0.54672,0.85022,0.49897,0.54681
6,5,0.79609,0.41683,0.57603,0.80030,0.41437,0.57602
6,5,0.83754,0.48504,0.60716,0.84139,0.48366,0.60722
6,5,0.59870,0.21483,0.60350,0.59982,0.20952,0.60346
6,5,0.66357,0.26692,0.63463,0.66626,0.26196,0.63467
6,5,0.58530,0.20538,0.66394,0.58656,0.19953,0.66398
6,5,0.65093,0.25590,0.69507,0.65326,0.25201,0.69513
6,5,0.35537,0.10594,0.69141,0.35244,0.09885,0.69135
6,5,0.42133,0.12219,0.72255,0.41965,0.11673,0.72250
6,5,0.34263,0.10409,0.75185,0.33987,0.09898,0.75178
6,5,0.40788,0.11802,0.78299,0.40641,0.11270,0.78294
6,5,0.16611,0.14438,0.77932,0.16198,0.14089,0.77925
6,5,0.20849,0.11871,0.81046,0.20476,0.11383,0.81035
6,5,0.15879,0.15082,0.83976,0.15273,0.14505,0.83961
6,5,0.19928,0.12296,0.87090,0.19366,0.11657,0.87084
6,5,0.10170,0.31579,0.86724,0.09613,0.31308,0.86710
6,5,0.10465,0.25780,0.89837,0.09854,0.25392,0.89831
6,5,0.10253,0.32810,0.92768,0.09676,0.32559,0.92761
6,5,0.10311,0.26887,0.95881,0.09793,0.26537,0.95878
6,5,0.18620,0.55607,0.95515,0.18401,0.55695,0.95511
6,5,0.14863,0.48744,0.98628,0.14449,0.48700,0.98628
6,5,0.89439,0.64667,0.54855,0.90057,0.64883,0.54858
6,5,0.89214,0.63379,0.60899,0.89766,0.63481,0.60901
6,5,0.89866,0.69631,0.64013,0.90483,0.69891,0.64021
6,5,0.78670,0.40343,0.63647,0.78996,0.40108,0.63655
6,5,0.83002,0.47130,0.66760,0.83431,0.47091,0.66768
6,5,0.77696,0.39013,0.69691,0.77993,0.38849,0.69697
6,5,0.82210,0.45759,0.72804,0.82533,0.45745,0.72813
6,5,0.57181,0.19629,0.72438,0.57167,0.19125,0.72433
6,5,0.63810,0.24516,0.75551,0.63845,0.24214,0.75548
6,5,0.55823,0.18755,0.78482,0.55808,0.18464,0.78482
6,5,0.62511,0.23473,0.81595,0.62612,0.23249,0.81601
6,5,0.33008,0.10271,0.81229,0.32662,0.09612,0.81218
6,5,0.39455,0.11431,0.84343,0.39181,0.10829,0.84336
6,5,0.31773,0.10180,0.87273,0.31415,0.09595,0.87267
6,5,0.38134,0.11105,0.90387,0.37961,0.10504,0.90379
6,5,0.15188,0.15767,0.90020,0.14532,0.15191,0.90013
6,5,0.19043,0.12766,0.93134,0.18614,0.12230,0.93124
6,5,0.14538,0.16492,0.96064,0.14084,0.16042,0.96055
6,5,0.18194,0.13280,0.99178,0.17740,0.12681,0.99172
6,5,0.10384,0.34062,0.98811,0.09955,0.33884,0.98809
6,5,0.88942,0.62075,0.66943,0.89598,0.62232,0.66955
6,5,0.89830,0.68421,0.70057,0.90382,0.68723,0.70066
6,5,0.88624,0.60756,0.72987,0.89160,0.60946,0.72998
6,5,0.89747,0.67190,0.76101,0.90316,0.67468,0.76116
6,5,0.76690,0.37697,0.75735,0.76839,0.37541,0.75737
6,5,0.81380,0.44393,0.78848,0.81553,0.44381,0.78855
6,5,0.75652,0.36395,0.81778,0.75863,0.36337,0.81787
6,5,0.80513,0.43034,0.84892,0.80927,0.43053,0.84902
6,5,0.54459,0.17919,0.84526,0.54390,0.17565,0.84523
6,5,0.61197,0.22462,0.87639,0.61290,0.22170,0.87637
6,5,0.53088,0.17121,0.90570,0.53105,0.16700,0.90568
6,5,0.59870,0.21483,0.93683,0.60113,0.21163,0.93679
6,5,0.30560,0.10136,0.93317,0.30253,0.09525,0.93306
6,5,0.36828,0.10826,0.96431,0.36687,0.10273,0.96422
6,5,0.29370,0.10140,0.99361,0.29112,0.09646,0.99350
6,5,0.88260,0.59424,0.79031,0.88718,0.59538,0.79044
6,5,0.89617,0.65938,0.82145,0.90107,0.66209,0.82157
6,5,0.87851,0.58082,0.85075,0.88378,0.58264,0.85088
6,5,0.89439,0.64667,0.88189,0.90165,0.64990,0.88202
6,5,0.74583,0.35110,0.87822,0.74899,0.34888,0.87822
6,5,0.79609,0.41683,0.90936,0.80151,0.41575,0.90939
6,5,0.73485,0.33842,0.93866,0.73984,0.33603,0.93872
6,5,0.78670,0.40343,0.96980,0.79161,0.40250,0.96992
6,5,0.51715,0.16363,0.96614,0.51810,0.15949,0.96607
6,5,0.58530,0.20538,0.99727,0.58704,0.20115,0.99731
6,5,0.87396,0.56729,0.91119,0.88006,0.56818,0.91124
6,5,0.89214,0.63379,0.94233,0.89903,0.63596,0.94241
6,5,0.86897,0.55369,0.97163,0.87544,0.55455,0.97174
6,5,0.72359,0.32594,0.99910,0.72695,0.32319,0.99917
7,1,0.73048,0.86437,0.01036,0.73593,0.87377,0.01020
7,1,0.86775,0.70576,0.01913,0.87524,0.71022,0.01903
7,1,0.44445,0.78781,0.00159,0.44253,0.79293,0.00136
7,1,0.58566,0.85332,0.02790,0.58746,0.86150,0.02781
7,1,0.56578,0.84700,0.07176,0.56669,0.85455,0.07152
7,1,0.82179,0.81661,0.03667,0.82772,0.82257,0.03663
7,1,0.81140,0.82653,0.08053,0.81772,0.83338,0.08031
7,1,0.86274,0.73816,0.10685,0.87193,0.74428,0.10679
7,1,0.85857,0.75329,0.15071,0.86794,0.76035,0.15056
7,1,0.13563,0.36610,0.01036,0.12601,0.36201,0.01039
7,1,0.13311,0.34739,0.05422,0.12507,0.34372,0.05416
7,1,0.29424,0.66199,0.01913,0.28937,0.66476,0.01908
7,1,0.27770,0.64350,0.06299,0.27196,0.64646,0.06283
7,1,0.40470,0.76073,0.08931,0.40223,0.76651,0.08932
7,1,0.38523,0.74597,0.13317,0.38179,0.75083,0.13309
7,1,0.69743,0.86830,0.09808,0.70187,0.87644,0.09805
7,1,0.67998,0.86858,0.14194,0.68361,0.87662,0.14180
7,1,0.78781,0.84336,0.16825,0.79432,0.85097,0.16834
7,1,0.77468,0.85023,0.21211,0.78092,0.85809,0.21205
7,1,0.49482,0.17821,0.03667,0.49476,0.17251,0.03660
7,1,0.21219,0.15664,0.00159,0.20554,0.14854,0.00157
7,1,0.22532,0.14977,0.04545,0.21869,0.14139,0.04530
7,1,0.15300,0.21878,0.07176,0.14508,0.21231,0.07187
7,1,0.16038,0.20608,0.11562,0.15255,0.19873,0.11553
7,1,0.17347,0.48487,0.08053,0.16692,0.48459,0.08069
7,1,0.16455,0.46461,0.12439,0.15707,0.46315,0.12440
7,1,0.24671,0.60528,0.15071,0.24047,0.60725,0.15085
7,1,0.23234,0.58566,0.19457,0.22599,0.58733,0.19455
7,1,0.52548,0.83121,0.15948,0.52586,0.83858,0.15948
7,1,0.50518,0.82179,0.20334,0.50531,0.82767,0.20321
7,1,0.64350,0.86580,0.22966,0.64741,0.87465,0.22969
7,1,0.62458,0.86274,0.27352,0.62740,0.87152,0.27335
7,1,0.84700,0.78122,0.23843,0.85478,0.78742,0.23853
7,1,0.83962,0.79392,0.28229,0.84718,0.80099,0.28215
7,1,0.86858,0.68860,0.30860,0.87635,0.69286,0.30862
7,1,0.86775,0.70576,0.35246,0.87533,0.70984,0.35231
7,1,0.76766,0.41434,0.02790,0.77425,0.41270,0.02790
7,1,0.65261,0.28572,0.05422,0.65537,0.28198,0.05432
7,1,0.67087,0.30257,0.09808,0.67499,0.29958,0.09795
7,1,0.35650,0.13420,0.06299,0.35226,0.12491,0.06305
7,1,0.37542,0.13726,0.10685,0.37238,0.12827,0.10670
7,1,0.25403,0.13925,0.13317,0.24736,0.12940,0.13314
7,1,0.26952,0.13563,0.17702,0.26386,0.12625,0.17682
7,1,0.13142,0.31140,0.14194,0.12383,0.30719,0.14197
7,1,0.13225,0.29424,0.18580,0.12463,0.28979,0.18562
7,1,0.14977,0.42446,0.21211,0.14124,0.42273,0.21211
7,1,0.14397,0.40470,0.25597,0.13471,0.40162,0.25578
7,1,0.34739,0.71428,0.22088,0.34461,0.71827,0.22091
7,1,0.32913,0.69743,0.26474,0.32497,0.70089,0.26458
7,1,0.46461,0.80006,0.29106,0.46377,0.80618,0.29105
7,1,0.44445,0.78781,0.33492,0.44346,0.79354,0.33482
7,1,0.74597,0.86075,0.29983,0.75229,0.87011,0.29982
7,1,0.73048,0.86437,0.34369,0.73636,0.87353,0.34357
7,1,0.82179,0.81661,0.37001,0.82787,0.82207,0.37011
7,1,0.81140,0.82653,0.41387,0.81791,0.83285,0.41387
7,1,0.85023,0.57554,0.04545,0.85867,0.57723,0.04547
7,1,0.85603,0.59530,0.08931,0.86530,0.59866,0.08910
7,1,0.79392,0.45430,0.11562,0.80082,0.45425,0.11562
7,1,0.80573,0.47452,0.15948,0.81412,0.47520,0.15933
7,1,0.53540,0.19994,0.12439,0.53626,0.19418,0.12431
7,1,0.55555,0.21219,0.16825,0.55714,0.20711,0.16804
7,1,0.41434,0.14668,0.19457,0.41207,0.13830,0.19458
7,1,0.43422,0.15300,0.23843,0.43268,0.14513,0.23831
7,1,0.17821,0.18339,0.20334,0.17197,0.17735,0.20331
7,1,0.18860,0.17347,0.24720,0.18201,0.16673,0.24704
7,1,0.13726,0.26184,0.27352,0.12817,0.25616,0.27357
7,1,0.14143,0.24671,0.31738,0.13238,0.24037,0.31735
7,1,0.20608,0.54570,0.28229,0.19953,0.54615,0.28232
7,1,0.19427,0.52548,0.32615,0.18686,0.52560,0.32608
7,1,0.29424,0.66199,0.35246,0.29046,0.66536,0.35261
7,1,0.27770,0.64350,0.39632,0.27299,0.64655,0.39637
7,1,0.58566,0.85332,0.36124,0.58863,0.86216,0.36142
7,1,0.56578,0.84700,0.40510,0.56764,0.85507,0.40513
7,1,0.69743,0.86830,0.43141,0.70277,0.87665,0.43162
7,1,0.67998,0.86858,0.47527,0.68438,0.87646,0.47527
7,1,0.86274,0.73816,0.44018,0.87166,0.74340,0.44037
7,1,0.85857,0.75329,0.48404,0.86760,0.75939,0.48409
7,1,0.86437,0.63390,0.17702,0.87400,0.63767,0.17712
7,1,0.86689,0.65261,0.22088,0.87509,0.65617,0.22088
7,1,0.70576,0.33801,0.18580,0.71021,0.33520,0.18581
7,1,0.72230,0.35650,0.22966,0.72735,0.35355,0.22959
7,1,0.59530,0.23928,0.25597,0.59719,0.23343,0.25606
7,1,0.61478,0.25403,0.29983,0.61746,0.24937,0.29978
7,1,0.30257,0.13170,0.26474,0.29741,0.12326,0.26483
7,1,0.32002,0.13142,0.30860,0.31565,0.12332,0.30854
7,1,0.21219,0.15664,0.33492,0.20531,0.14920,0.33509
7,1,0.22532,0.14977,0.37878,0.21887,0.14209,0.37878
7,1,0.13563,0.36610,0.34369,0.12645,0.36303,0.34387
7,1,0.13311,0.34739,0.38755,0.12484,0.34400,0.38757
7,1,0.17347,0.48487,0.41387,0.16705,0.48480,0.41406
7,1,0.16455,0.46461,0.45773,0.15680,0.46286,0.45768
7,1,0.40470,0.76073,0.42264,0.40300,0.76670,0.42279
7,1,0.38523,0.74597,0.46650,0.38243,0.75048,0.46646
7,1,0.52548,0.83121,0.49281,0.52653,0.83743,0.49279
7,1,0.50518,0.82179,0.53667,0.50618,0.82697,0.53650
7,1,0.78781,0.84336,0.50159,0.79513,0.85105,0.50176
7,1,0.77468,0.85023,0.54545,0.78161,0.85799,0.54544
7,1,0.84700,0.78122,0.57176,0.85524,0.78734,0.57187
7,1,0.83962,0.79392,0.61562,0.84724,0.80107,0.61555
7,1,0.82653,0.51513,0.24720,0.83281,0.51523,0.24740
7,1,0.83545,0.53540,0.29106,0.84273,0.53683,0.29105
7,1,0.75329,0.39472,0.31738,0.75867,0.39270,0.31746
7,1,0.76766,0.41434,0.36124,0.77309,0.41229,0.36117
7,1,0.47452,0.16879,0.32615,0.47343,0.16196,0.32610
7,1,0.49482,0.17821,0.37001,0.49418,0.17265,0.36982
7,1,0.35650,0.13420,0.39632,0.35250,0.12566,0.39637
7,1,0.37542,0.13726,0.44018,0.37248,0.12834,0.44008
7,1,0.15300,0.21878,0.40510,0.14505,0.21272,0.40519
7,1,0.16038,0.20608,0.44895,0.15289,0.19909,0.44883
7,1,0.13142,0.31140,0.47527,0.12350,0.30705,0.47534
7,1,0.13225,0.29424,0.51913,0.12467,0.29045,0.51909
7,1,0.24671,0.60528,0.48404,0.24134,0.60715,0.48406
7,1,0.23234,0.58566,0.52790,0.22740,0.58792,0.52777
7,1,0.34739,0.71428,0.55422,0.34538,0.71857,0.55428
7,1,0.32913,0.69743,0.59808,0.32553,0.70130,0.59802
7,1,0.64350,0.86580,0.56299,0.64785,0.87430,0.56308
7,1,0.62458,0.86274,0.60685,0.62774,0.87188,0.60682
7,1,0.74597,0.86075,0.63317,0.75283,0.87081,0.63334
7,1,0.73048,0.86437,0.67702,0.73627,0.87332,0.67706
7,1,0.86858,0.68860,0.64194,0.87642,0.69297,0.64209
7,1,0.86775,0.70576,0.68580,0.87518,0.70949,0.68587
7,1,0.85023,0.57554,0.37878,0.85826,0.57671,0.37886
7,1,0.85603,0.59530,0.42264,0.86481,0.59787,0.42256
7,1,0.65261,0.28572,0.38755,0.65495,0.28141,0.38756
7,1,0.67087,0.30257,0.43141,0.67471,0.29865,0.43129
7,1,0.53540,0.19994,0.45773,0.53612,0.19328,0.45783
7,1,0.55555,0.21219,0.50159,0.55625,0.20597,0.50160
7,1,0.25403,0.13925,0.46650,0.24756,0.12976,0.46659
7,1,0.26952,0.13563,0.51036,0.26349,0.12665,0.51036
7,1,0.17821,0.18339,0.53667,0.17236,0.17847,0.53690
7,1,0.18860,0.17347,0.58053,0.18236,0.16744,0.58062
7,1,0.14977,0.42446,0.54545,0.14213,0.42382,0.54564
7,1,0.14397,0.40470,0.58931,0.13555,0.40242,0.58933
7,1,0.20608,0.54570,0.61562,0.20053,0.54660,0.61583
7,1,0.19427,0.52548,0.65948,0.18752,0.52575,0.65955
7,1,0.46461,0.80006,0.62439,0.46382,0.80695,0.62452
7,1,0.44445,0.78781,0.66825,0.44329,0.79407,0.66822
7,1,0.58566,0.85332,0.69457,0.58841,0.86213,0.69463
7,1,0.56578,0.84700,0.73843,0.56665,0.85456,0.73828
7,1,0.82179,0.81661,0.70334,0.82724,0.82135,0.70358
7,1,0.81140,0.82653,0.74720,0.81722,0.83256,0.74721
7,1,0.86274,0.73816,0.77352,0.87164,0.74367,0.77362
7,1,0.85857,0.75329,0.81738,0.86818,0.76059,0.81723
7,1,0.79392,0.45430,0.44895,0.79976,0.45344,0.44908
7,1,0.80573,0.47452,0.49281,0.81247,0.47397,0.49284
