,_id,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w',Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w',Initial atomic coordinate w
2316,60be2c98e451737687210311,7,2,0.755382,0.870518,,0.7632,0.880869,0.335571,0.335397
2317,60be2c98e451737687210312,7,2,0.728003,0.876472,,0.734646,0.886374,0.375218,0.375198
2318,60be2c98e451737687210313,7,2,0.877993,0.715839,,0.886098,0.72067,0.350458,0.350322
2319,60be2c98e451737687210314,7,2,0.87343,0.744093,,0.882521,0.750307,0.390053,0.390123
2320,60be2c98e451737687210315,7,2,0.797646,0.445268,,0.804251,0.446076,0.032397,0.031914
2321,60be2c98e451737687210316,7,2,0.705987,0.327209,,0.710952,0.325471,0.059943,0.059277
2322,60be2c98e451737687210317,7,2,0.734901,0.359583,,0.740168,0.357004,0.099755,0.099078
2323,60be2c98e451737687210318,7,2,0.433565,0.14341,,0.432739,0.139114,0.074866,0.074203
2324,60be2c98e451737687210319,7,2,0.468823,0.157072,,0.468144,0.150878,0.114591,0.114004
2325,60be2c98e45173768721031a,7,2,0.34864,0.12316,,0.344153,0.112849,0.141966,0.141367
2326,60be2c98e45173768721031b,7,2,0.381869,0.128823,,0.378127,0.118158,0.181667,0.181168
2327,60be2c98e45173768721031c,7,2,0.152177,0.195153,,0.14468,0.187339,0.15702,0.156292
2328,60be2c98e45173768721031d,7,2,0.167863,0.175364,,0.160495,0.16644,0.196691,0.196093
2329,60be2c98e45173768721031e,7,2,0.12657,0.255907,,0.118102,0.249103,0.224057,0.223457
2330,60be2c98e45173768721031f,7,2,0.134415,0.229798,,0.127206,0.22327,0.263682,0.263258
2331,60be2c98e451737687210320,7,2,0.181651,0.519349,,0.177807,0.51885,0.238964,0.238382
2332,60be2c98e451737687210321,7,2,0.163747,0.483795,,0.160185,0.483253,0.278547,0.278183
2333,60be2c98e451737687210322,7,2,0.238248,0.606809,,0.236645,0.609179,0.305793,0.305546
2334,60be2c98e451737687210323,7,2,0.213698,0.572263,,0.210959,0.573767,0.345364,0.345347
2335,60be2c98e451737687210324,7,2,0.495646,0.826252,,0.498261,0.834745,0.320662,0.320471
2336,60be2c98e451737687210325,7,2,0.460153,0.806709,,0.461288,0.813875,0.360249,0.360272
2337,60be2c98e451737687210326,7,2,0.583864,0.862252,,0.587206,0.870645,0.387638,0.387636
2338,60be2c98e451737687210327,7,2,0.54886,0.850143,,0.550357,0.858206,0.427198,0.427437
2339,60be2c98e451737687210328,7,2,0.813532,0.841572,,0.819874,0.847872,0.40255,0.402561
2340,60be2c98e451737687210329,7,2,0.792172,0.855506,,0.797083,0.861466,0.442127,0.442362
2341,60be2c98e45173768721032a,7,2,0.854527,0.793937,,0.860839,0.798792,0.469446,0.469725
2342,60be2c98e45173768721032b,7,2,0.840354,0.815088,,0.846008,0.820515,0.509028,0.509526
2343,60be2c98e45173768721032c,7,2,0.867806,0.603786,,0.876763,0.607421,0.04502,0.044352
2344,60be2c98e45173768721032d,7,2,0.874853,0.637489,,0.882578,0.640146,0.084818,0.084153
2345,60be2c98e45173768721032e,7,2,0.836253,0.516205,,0.84339,0.515965,0.112323,0.111516
2346,60be2c98e45173768721032f,7,2,0.851203,0.551616,,0.858958,0.553259,0.151955,0.151317
2347,60be2c98e451737687210330,7,2,0.626374,0.253507,,0.628781,0.248591,0.127189,0.126442
2348,60be2c98e451737687210331,7,2,0.659304,0.281581,,0.661662,0.278398,0.166889,0.166243
2349,60be2c98e451737687210332,7,2,0.539847,0.193291,,0.539309,0.187542,0.194159,0.193606
2350,60be2c98e451737687210333,7,2,0.57499,0.215529,,0.575827,0.211141,0.233798,0.233407
2351,60be2c98e451737687210334,7,2,0.271997,0.123528,,0.265395,0.112118,0.209126,0.208531
2352,60be2c98e451737687210335,7,2,0.301379,0.120882,,0.296583,0.110889,0.248789,0.248332
2353,60be2c98e451737687210336,7,2,0.207828,0.144494,,0.202866,0.137666,0.276125,0.275695
2354,60be2c98e451737687210337,7,2,0.231756,0.133685,,0.228775,0.128124,0.315726,0.315496
2355,60be2c98e451737687210338,7,2,0.121395,0.330017,,0.114349,0.32626,0.29099,0.290621
2356,60be2c98e451737687210339,7,2,0.120969,0.299016,,0.113833,0.294871,0.330587,0.330422
2357,60be2c98e45173768721033a,7,2,0.136934,0.413427,,0.130956,0.412363,0.357827,0.357785
2358,60be2c98e45173768721033b,7,2,0.128262,0.37923,,0.120783,0.377248,0.397435,0.397586
2359,60be2c98e45173768721033c,7,2,0.309166,0.688426,,0.307771,0.692617,0.372662,0.37271
2360,60be2c98e45173768721033d,7,2,0.279313,0.656776,,0.275708,0.660696,0.412278,0.412511
2361,60be2c98e45173768721033e,7,2,0.390526,0.759733,,0.388934,0.765776,0.439636,0.439874
2362,60be2c98e45173768721033f,7,2,0.357004,0.732712,,0.354933,0.737431,0.479288,0.479675
2363,60be2c98e451737687210340,7,2,0.667493,0.878432,,0.671416,0.886607,0.454554,0.4548
2364,60be2c98e451737687210341,7,2,0.634894,0.87442,,0.638268,0.882456,0.4942,0.494601
2365,60be2c98e451737687210342,7,2,0.741958,0.873906,,0.747467,0.881839,0.521537,0.521964
2366,60be2c98e451737687210343,7,2,0.713547,0.878211,,0.718029,0.885423,0.561177,0.561765
2367,60be2c98e451737687210344,7,2,0.876125,0.730219,,0.885245,0.735886,0.53641,0.536889
2368,60be2c98e451737687210345,7,2,0.869914,0.75743,,0.87955,0.764357,0.576088,0.57669
2369,60be2c98e451737687210346,7,2,0.786302,0.427737,,0.7904,0.42728,0.179405,0.17868
2370,60be2c98e451737687210347,7,2,0.808336,0.462919,,0.813925,0.463399,0.219043,0.218481
2371,60be2c98e451737687210348,7,2,0.720687,0.343224,,0.724137,0.340724,0.246297,0.245845
2372,60be2c98e451737687210349,7,2,0.7486,0.376251,,0.753922,0.374374,0.285937,0.285646
2373,60be2c98e45173768721034a,7,2,0.45114,0.149857,,0.449853,0.141709,0.26122,0.26077
2374,60be2c98e45173768721034b,7,2,0.486574,0.165042,,0.487152,0.157551,0.300786,0.300571
2375,60be2c98e45173768721034c,7,2,0.365106,0.12558,,0.36294,0.117589,0.328137,0.327934
2376,60be2c98e45173768721034d,7,2,0.398892,0.132882,,0.397117,0.125007,0.367746,0.367735
2377,60be2c98e45173768721034e,7,2,0.159646,0.184912,,0.155696,0.180875,0.343075,0.34286
2378,60be2c98e45173768721034f,7,2,0.17681,0.16653,,0.172049,0.161152,0.382644,0.382661
2379,60be2c98e451737687210350,7,2,0.130086,0.24257,,0.123011,0.238103,0.409895,0.410024
2380,60be2c98e451737687210351,7,2,0.139548,0.21762,,0.13282,0.212512,0.449502,0.449825
2381,60be2c98e451737687210352,7,2,0.172339,0.501574,,0.166048,0.502578,0.424737,0.424949
2382,60be2c98e451737687210353,7,2,0.155894,0.466052,,0.14969,0.465526,0.464326,0.46475
2383,60be2c98e451737687210354,7,2,0.225671,0.589634,,0.221209,0.591392,0.491705,0.492113
2384,60be2c98e451737687210355,7,2,0.202354,0.554732,,0.19613,0.555473,0.531319,0.531914
2385,60be2c98e451737687210356,7,2,0.477875,0.816829,,0.478619,0.821879,0.506686,0.507039
2386,60be2c98e451737687210357,7,2,0.442518,0.795915,,0.441137,0.79961,0.546287,0.54684
2387,60be2c98e451737687210358,7,2,0.566435,0.85659,,0.567714,0.861746,0.573625,0.574203
2388,60be2c98e451737687210359,7,2,0.531177,0.842928,,0.532246,0.848808,0.613291,0.614004
2389,60be2c98e45173768721035a,7,2,0.803185,0.848922,,0.810069,0.856081,0.58857,0.589128
2390,60be2c98e45173768721035b,7,2,0.780516,0.861308,,0.786291,0.869461,0.628221,0.628929
2391,60be2c98e45173768721035c,7,2,0.847823,0.804847,,0.855005,0.812422,0.655748,0.656292
2392,60be2c98e45173768721035d,7,2,0.832137,0.824636,,0.838991,0.833396,0.695472,0.696093
2393,60be2c98e45173768721035e,7,2,0.871738,0.62077,,0.882638,0.624484,0.231539,0.230919
2394,60be2c98e45173768721035f,7,2,0.877144,0.653905,,0.887418,0.658312,0.271161,0.27072
2395,60be2c98e451737687210360,7,2,0.844106,0.533948,,0.851103,0.534961,0.298436,0.298083
2396,60be2c98e451737687210361,7,2,0.857527,0.569171,,0.863484,0.57062,0.338043,0.337884
2397,60be2c98e451737687210362,7,2,0.642996,0.267288,,0.646324,0.262149,0.313228,0.313009
2398,60be2c98e451737687210363,7,2,0.675261,0.296354,,0.679115,0.291946,0.352882,0.35281
2399,60be2c98e451737687210364,7,2,0.557482,0.204085,,0.558555,0.198556,0.380212,0.380173
2400,60be2c98e451737687210365,7,2,0.592334,0.227599,,0.593703,0.223617,0.41981,0.419974
2401,60be2c98e451737687210366,7,2,0.286453,0.121789,,0.282422,0.114263,0.395077,0.395098
2402,60be2c98e451737687210367,7,2,0.316742,0.120809,,0.312869,0.112875,0.434724,0.434899
2403,60be2c98e451737687210368,7,2,0.219484,0.138692,,0.213781,0.131729,0.462005,0.462263
2404,60be2c98e451737687210369,7,2,0.244618,0.129482,,0.239492,0.122087,0.501629,0.502064
2405,60be2c98e45173768721036a,7,2,0.120765,0.314312,,0.113022,0.310926,0.476794,0.477188
2406,60be2c98e45173768721036b,7,2,0.122007,0.284161,,0.114095,0.27993,0.516447,0.516989
2407,60be2c98e45173768721036c,7,2,0.132194,0.396214,,0.123789,0.394017,0.543809,0.544352
2408,60be2c98e45173768721036d,7,2,0.125147,0.362511,,0.11693,0.35989,0.583473,0.584153
2409,60be2c98e45173768721036e,7,2,0.294013,0.672791,,0.289558,0.675715,0.558753,0.559277
2410,60be2c98e45173768721036f,7,2,0.265099,0.640417,,0.260345,0.64268,0.598463,0.599078
2411,60be2c98e451737687210370,7,2,0.373626,0.746493,,0.371952,0.750232,0.625825,0.626442
2412,60be2c98e451737687210371,7,2,0.340696,0.718419,,0.338402,0.72056,0.665538,0.666243
2413,60be2c98e451737687210372,7,2,0.65136,0.87684,,0.65569,0.886828,0.640733,0.641367
2414,60be2c98e451737687210373,7,2,0.618131,0.871177,,0.621424,0.881815,0.680441,0.681168
2415,60be2c98e451737687210374,7,2,0.728003,0.876472,,0.733997,0.887751,0.708016,0.708531
2416,60be2c98e451737687210375,7,2,0.698621,0.879118,,0.702183,0.88846,0.747768,0.748332
2417,60be2c98e451737687210376,7,2,0.87343,0.744093,,0.880419,0.750339,0.722961,0.723457
2418,60be2c98e451737687210377,7,2,0.865585,0.770202,,0.869893,0.775045,0.762755,0.763258
2419,60be2c98e451737687210378,7,2,0.879031,0.700984,,0.886208,0.704795,0.830053,0.830422
2420,60be2c98e451737687210379,7,2,0.797646,0.445268,,0.802413,0.444104,0.365344,0.365248
2421,60be2c98e45173768721037a,7,2,0.818349,0.480651,,0.823783,0.481683,0.4049,0.405049
2422,60be2c98e45173768721037b,7,2,0.734901,0.359583,,0.739084,0.357718,0.432238,0.432412
2423,60be2c98e45173768721037c,7,2,0.761752,0.393191,,0.76699,0.391567,0.471877,0.472213
2424,60be2c98e45173768721037d,7,2,0.468823,0.157072,,0.467854,0.151081,0.447186,0.447337
2425,60be2c98e45173768721037e,7,2,0.504354,0.173748,,0.50492,0.167576,0.48677,0.487138
2426,60be2c98e45173768721037f,7,2,0.381869,0.128823,,0.37957,0.121415,0.514104,0.514501
2427,60be2c98e451737687210380,7,2,0.416136,0.137748,,0.415014,0.13173,0.553744,0.554302
2428,60be2c98e451737687210381,7,2,0.167863,0.175364,,0.161913,0.170255,0.528913,0.529427
2429,60be2c98e451737687210382,7,2,0.186468,0.158428,,0.182349,0.154216,0.568513,0.569228
2430,60be2c98e451737687210383,7,2,0.134415,0.229798,,0.128421,0.226125,0.595919,0.596591
2431,60be2c98e451737687210384,7,2,0.145473,0.206063,,0.138021,0.200254,0.635586,0.636392
2432,60be2c98e451737687210385,7,2,0.163747,0.483795,,0.156374,0.483671,0.610952,0.611516
2433,60be2c98e451737687210386,7,2,0.148797,0.448384,,0.140558,0.445991,0.650577,0.651317
2434,60be2c98e451737687210387,7,2,0.213698,0.572263,,0.209557,0.571988,0.678102,0.67868
2435,60be2c98e451737687210388,7,2,0.191664,0.537081,,0.186225,0.536126,0.71785,0.718481
2436,60be2c98e451737687210389,7,2,0.460153,0.806709,,0.460132,0.811915,0.692976,0.693606
2437,60be2c98e45173768721038a,7,2,0.42501,0.784471,,0.423093,0.7884,0.732708,0.733407
2438,60be2c98e45173768721038b,7,2,0.54886,0.850143,,0.548868,0.857542,0.760351,0.76077
2439,60be2c98e45173768721038c,7,2,0.513426,0.834958,,0.511768,0.841732,0.800138,0.800571
2440,60be2c98e45173768721038d,7,2,0.792172,0.855506,,0.794698,0.860668,0.775401,0.775695
2441,60be2c98e45173768721038e,7,2,0.768244,0.866315,,0.768636,0.8693,0.815219,0.815496
2442,60be2c98e45173768721038f,7,2,0.840354,0.815088,,0.843138,0.817904,0.842739,0.84286
2443,60be2c98e451737687210390,7,2,0.82319,0.83347,,0.827666,0.838256,0.88255,0.882661
2444,60be2c98e451737687210391,7,2,0.874853,0.637489,,0.883474,0.641127,0.417364,0.417486
2445,60be2c98e451737687210392,7,2,0.878605,0.669983,,0.887257,0.674,0.457004,0.457287
2446,60be2c98e451737687210393,7,2,0.851203,0.551616,,0.85888,0.55295,0.484342,0.484651
2447,60be2c98e451737687210394,7,2,0.863066,0.586573,,0.87095,0.589098,0.523946,0.524452
2448,60be2c98e451737687210395,7,2,0.659304,0.281581,,0.662625,0.277997,0.499251,0.499576
2449,60be2c98e451737687210396,7,2,0.690834,0.311574,,0.694764,0.309561,0.538907,0.539377
2450,60be2c98e451737687210397,7,2,0.57499,0.215529,,0.57663,0.212119,0.566271,0.56674
2451,60be2c98e451737687210398,7,2,0.609474,0.240267,,0.612238,0.238156,0.605898,0.606541
2452,60be2c98e451737687210399,7,2,0.301379,0.120882,,0.297592,0.114101,0.581045,0.581665
2453,60be2c98e45173768721039a,7,2,0.332507,0.121568,,0.329402,0.11531,0.620701,0.621466
2454,60be2c98e45173768721039b,7,2,0.231756,0.133685,,0.225812,0.126805,0.648082,0.64883
2455,60be2c98e45173768721039c,7,2,0.258042,0.126094,,0.251942,0.118266,0.6878,0.688631
2456,60be2c98e45173768721039d,7,2,0.120969,0.299016,,0.11049,0.293247,0.663074,0.663755
2457,60be2c98e45173768721039e,7,2,0.123875,0.269781,,0.112903,0.263051,0.702829,0.703556
2458,60be2c98e45173768721039f,7,2,0.128262,0.37923,,0.117974,0.375207,0.730421,0.730919
2459,60be2c98e4517376872103a0,7,2,0.122856,0.346095,,0.112924,0.341547,0.770238,0.77072
2460,60be2c98e4517376872103a1,7,2,0.279313,0.656776,,0.274664,0.658877,0.745331,0.745845
2461,60be2c98e4517376872103a2,7,2,0.2514,0.623749,,0.244316,0.625679,0.785162,0.785646
2462,60be2c98e4517376872103a3,7,2,0.357004,0.732712,,0.35254,0.737776,0.812764,0.813009
2463,60be2c98e4517376872103a4,7,2,0.324739,0.703646,,0.320434,0.708138,0.852675,0.85281
2464,60be2c98e4517376872103a5,7,2,0.634894,0.87442,,0.635568,0.880921,0.827913,0.827934
2465,60be2c98e4517376872103a6,7,2,0.601108,0.867118,,0.602201,0.873617,0.86783,0.867735
2466,60be2c98e4517376872103a7,7,2,0.713547,0.878211,,0.717141,0.884685,0.895323,0.895098
2467,60be2c98e4517376872103a8,7,2,0.683258,0.879191,,0.687184,0.88647,0.935173,0.934899
2468,60be2c98e4517376872103a9,7,2,0.869914,0.75743,,0.877434,0.762195,0.91016,0.910024
2469,60be2c98e4517376872103aa,7,2,0.860452,0.78238,,0.867435,0.787803,0.949975,0.949825
2470,60be2c98e4517376872103ab,7,2,0.808336,0.462919,,0.815181,0.463318,0.551364,0.551815
2471,60be2c98e4517376872103ac,7,2,0.827661,0.498426,,0.836145,0.500773,0.590993,0.591616
2472,60be2c98e4517376872103ad,7,2,0.7486,0.376251,,0.754311,0.375987,0.618382,0.618979
2473,60be2c98e4517376872103ae,7,2,0.774329,0.410366,,0.780275,0.410893,0.658082,0.65878
2474,60be2c98e4517376872103af,7,2,0.486574,0.165042,,0.486436,0.161753,0.633215,0.633904
2475,60be2c98e4517376872103b0,7,2,0.522125,0.183171,,0.522344,0.180896,0.672859,0.673705
2476,60be2c98e4517376872103b1,7,2,0.398892,0.132882,,0.396311,0.128021,0.700304,0.701068
2477,60be2c98e4517376872103b2,7,2,0.433565,0.14341,,0.431701,0.138313,0.740037,0.740869
2478,60be2c98e4517376872103b3,7,2,0.17681,0.16653,,0.168303,0.159266,0.715357,0.715994
2479,60be2c98e4517376872103b4,7,2,0.196815,0.151078,,0.188954,0.143327,0.755118,0.755795
2480,60be2c98e4517376872103b5,7,2,0.139548,0.21762,,0.131715,0.211767,0.782865,0.783158
2481,60be2c98e4517376872103b6,7,2,0.152177,0.195153,,0.145271,0.188145,0.822645,0.822959
2482,60be2c98e4517376872103b7,7,2,0.155894,0.466052,,0.148736,0.464753,0.797799,0.798083
2483,60be2c98e4517376872103b8,7,2,0.142473,0.430829,,0.137334,0.42951,0.837629,0.837884
2484,60be2c98e4517376872103b9,7,2,0.202354,0.554732,,0.197974,0.555716,0.86529,0.865248
2485,60be2c98e4517376872103ba,7,2,0.181651,0.519349,,0.17712,0.517953,0.905107,0.905049
2486,60be2c98e4517376872103bb,7,2,0.442518,0.795915,,0.440886,0.800626,0.880439,0.880173
2487,60be2c98e4517376872103bc,7,2,0.407666,0.772401,,0.406503,0.775349,0.920282,0.919974
2488,60be2c98e4517376872103bd,7,2,0.531177,0.842928,,0.532327,0.847665,0.947856,0.947337
2489,60be2c98e4517376872103be,7,2,0.495646,0.826252,,0.494949,0.831732,0.987603,0.987138
2490,60be2c98e4517376872103bf,7,2,0.780516,0.861308,,0.786158,0.868153,0.962784,0.962263
2491,60be2c98e4517376872103c0,7,2,0.877144,0.653905,,0.887449,0.659209,0.603548,0.604054
2492,60be2c98e4517376872103c1,7,2,0.879235,0.685688,,0.887278,0.691177,0.643239,0.643855
2493,60be2c98e4517376872103c2,7,2,0.857527,0.569171,,0.864241,0.572109,0.670686,0.671218
2494,60be2c98e4517376872103c3,7,2,0.867806,0.603786,,0.874504,0.607714,0.710385,0.711019
2495,60be2c98e4517376872103c4,7,2,0.675261,0.296354,,0.678757,0.294014,0.685418,0.686143
2496,60be2c98e4517376872103c5,7,2,0.705987,0.327209,,0.709876,0.324946,0.725148,0.725944
2497,60be2c98e4517376872103c6,7,2,0.592334,0.227599,,0.593001,0.222867,0.752585,0.753307
2498,60be2c98e4517376872103c7,7,2,0.626374,0.253507,,0.627547,0.247655,0.792442,0.793108
2499,60be2c98e4517376872103c8,7,2,0.316742,0.120809,,0.311399,0.112305,0.76762,0.768233
2500,60be2c98e4517376872103c9,7,2,0.34864,0.12316,,0.343207,0.111955,0.807407,0.808034
2501,60be2c98e4517376872103ca,7,2,0.244618,0.129482,,0.237544,0.119128,0.835193,0.835397
2502,60be2c98e4517376872103cb,7,2,0.271997,0.123528,,0.266431,0.113998,0.875047,0.875198
2503,60be2c98e4517376872103cc,7,2,0.122007,0.284161,,0.114998,0.279653,0.850265,0.850322
2504,60be2c98e4517376872103cd,7,2,0.12657,0.255907,,0.11839,0.250021,0.890077,0.890123
2505,60be2c98e4517376872103ce,7,2,0.125147,0.362511,,0.117283,0.358738,0.917755,0.917486
2506,60be2c98e4517376872103cf,7,2,0.121395,0.330017,,0.112947,0.325544,0.957592,0.957287
2507,60be2c98e4517376872103d0,7,2,0.265099,0.640417,,0.261255,0.641393,0.932848,0.932412
2508,60be2c98e4517376872103d1,7,2,0.238248,0.606809,,0.233242,0.60747,0.972643,0.972213
2509,60be2c98e4517376872103d2,7,2,0.818349,0.480651,,0.822797,0.48136,0.737816,0.738382
2510,60be2c98e4517376872103d3,7,2,0.836253,0.516205,,0.839454,0.516256,0.7776,0.778183
2511,60be2c98e4517376872103d4,7,2,0.761752,0.393191,,0.76376,0.390612,0.805157,0.805546
2512,60be2c98e4517376872103d5,7,2,0.786302,0.427737,,0.789335,0.426416,0.84496,0.845347
2513,60be2c98e4517376872103d6,7,2,0.504354,0.173748,,0.502366,0.165215,0.820028,0.820471
2514,60be2c98e4517376872103d7,7,2,0.539847,0.193291,,0.539334,0.186352,0.859888,0.860272
2515,60be2c98e4517376872103d8,7,2,0.416136,0.137748,,0.413973,0.130103,0.887715,0.887636
2516,60be2c98e4517376872103d9,7,2,0.45114,0.149857,,0.450877,0.143023,0.927537,0.927437
2517,60be2c98e4517376872103da,7,2,0.186468,0.158428,,0.181846,0.153051,0.902671,0.902561
2518,60be2c98e4517376872103db,7,2,0.207828,0.144494,,0.203989,0.139187,0.942491,0.942362
2519,60be2c98e4517376872103dc,7,2,0.145473,0.206063,,0.139337,0.20085,0.970175,0.969725
2520,60be2c98e4517376872103dd,7,2,0.148797,0.448384,,0.140679,0.446119,0.985244,0.984651
2521,60be2c98e4517376872103de,7,2,0.878605,0.669983,,0.884573,0.673002,0.790263,0.790621
2522,60be2c98e4517376872103df,7,2,0.863066,0.586573,,0.86974,0.587788,0.857682,0.857785
2523,60be2c98e4517376872103e0,7,2,0.871738,0.62077,,0.880368,0.623205,0.897536,0.897586
2524,60be2c98e4517376872103e1,7,2,0.690834,0.311574,,0.692714,0.307795,0.872591,0.87271
2525,60be2c98e4517376872103e2,7,2,0.720687,0.343224,,0.725168,0.339847,0.912447,0.912511
2526,60be2c98e4517376872103e3,7,2,0.609474,0.240267,,0.612017,0.235673,0.940197,0.939874
2527,60be2c98e4517376872103e4,7,2,0.642996,0.267288,,0.645585,0.264529,0.980041,0.979675
2528,60be2c98e4517376872103e5,7,2,0.332507,0.121568,,0.32984,0.114712,0.955133,0.9548
2529,60be2c98e4517376872103e6,7,2,0.365106,0.12558,,0.362332,0.118845,0.994969,0.994601
2530,60be2c98e4517376872103e7,7,2,0.827661,0.498426,,0.834859,0.498057,0.925136,0.924949
2531,60be2c98e4517376872103e8,7,2,0.844106,0.533948,,0.851172,0.535488,0.964935,0.96475
2532,60be2c98e4517376872103e9,7,2,0.774329,0.410366,,0.77947,0.410313,0.992632,0.992113
2533,60be2c98e4517376872103ea,7,2,0.879235,0.685688,,0.887294,0.689825,0.977593,0.977188
2534,60be2c98e4517376872103eb,7,3,0.888286,0.724242,,0.894923,0.729017,0.015121,0.015014
2535,60be2c98e4517376872103ec,7,3,0.654612,0.887229,,0.657135,0.893778,0.004473,0.004466
2536,60be2c98e4517376872103ed,7,3,0.610921,0.879116,,0.612291,0.885177,0.040342,0.040331
2537,60be2c98e4517376872103ee,7,3,0.844527,0.83024,,0.849657,0.835686,0.023528,0.023453
2538,60be2c98e4517376872103ef,7,3,0.820368,0.852548,,0.824502,0.857856,0.059403,0.059318
2539,60be2c98e4517376872103f0,7,3,0.869072,0.793256,,0.874366,0.797073,0.086742,0.086744
2540,60be2c98e4517376872103f1,7,3,0.851507,0.821743,,0.85774,0.827071,0.122564,0.122609
2541,60be2c98e4517376872103f2,7,3,0.159245,0.493621,,0.154806,0.492909,0.002272,0.002356
2542,60be2c98e4517376872103f3,7,3,0.352681,0.738916,,0.349774,0.741536,0.021304,0.021343
2543,60be2c98e4517376872103f4,7,3,0.457532,0.814367,,0.456924,0.818299,0.048781,0.048769
2544,60be2c98e4517376872103f5,7,3,0.411712,0.784694,,0.409254,0.788682,0.084613,0.084634
2545,60be2c98e4517376872103f6,7,3,0.709346,0.889474,,0.711982,0.895139,0.067889,0.067757
2546,60be2c98e4517376872103f7,7,3,0.668718,0.888713,,0.669484,0.892886,0.103686,0.103622
2547,60be2c98e4517376872103f8,7,3,0.758794,0.881885,,0.76241,0.886493,0.131027,0.131048
2548,60be2c98e4517376872103f9,7,3,0.722255,0.888495,,0.725743,0.893197,0.16687,0.166913
2549,60be2c98e4517376872103fa,7,3,0.884298,0.748869,,0.89185,0.753655,0.15005,0.150035
2550,60be2c98e4517376872103fb,7,3,0.873771,0.782813,,0.881428,0.78859,0.185936,0.1859
2551,60be2c98e4517376872103fc,7,3,0.88982,0.698197,,0.896491,0.701929,0.213412,0.213326
2552,60be2c98e4517376872103fd,7,3,0.886598,0.736742,,0.890924,0.73985,0.249242,0.249191
2553,60be2c98e4517376872103fe,7,3,0.112499,0.343165,,0.105421,0.340096,0.010707,0.010795
2554,60be2c98e4517376872103ff,7,3,0.11018,0.301803,,0.102488,0.297806,0.046569,0.04666
2555,60be2c98e451737687210400,7,3,0.224399,0.600975,,0.219634,0.602286,0.029764,0.029782
2556,60be2c98e451737687210401,7,3,0.193543,0.555443,,0.187566,0.555676,0.065628,0.065647
2557,60be2c98e451737687210402,7,3,0.271551,0.659342,,0.266987,0.661447,0.093061,0.093073
2558,60be2c98e451737687210403,7,3,0.235578,0.615865,,0.231112,0.616804,0.128965,0.128938
2559,60be2c98e451737687210404,7,3,0.51945,0.846915,,0.518459,0.851184,0.112182,0.112061
2560,60be2c98e451737687210405,7,3,0.472972,0.823284,,0.472187,0.827345,0.148059,0.147926
2561,60be2c98e451737687210406,7,3,0.580877,0.870703,,0.582766,0.875466,0.175371,0.175352
2562,60be2c98e451737687210407,7,3,0.534914,0.853711,,0.535866,0.85946,0.211194,0.211217
2563,60be2c98e451737687210408,7,3,0.801707,0.864653,,0.807689,0.870724,0.194388,0.194339
2564,60be2c98e451737687210409,7,3,0.77018,0.878468,,0.774458,0.88535,0.230145,0.230204
2565,60be2c98e45173768721040a,7,3,0.837003,0.838215,,0.840387,0.842303,0.257674,0.25763
2566,60be2c98e45173768721040b,7,3,0.811283,0.858884,,0.814656,0.86389,0.293477,0.293495
2567,60be2c98e45173768721040c,7,3,0.419123,0.129297,,0.417733,0.123207,0.008699,0.008685
2568,60be2c98e45173768721040d,7,3,0.198293,0.135347,,0.19381,0.130292,0.027633,0.027672
2569,60be2c98e45173768721040e,7,3,0.142069,0.187263,,0.137504,0.183898,0.055102,0.055099
2570,60be2c98e45173768721040f,7,3,0.162997,0.161785,,0.159096,0.158122,0.090904,0.090964
2571,60be2c98e451737687210410,7,3,0.124143,0.401678,,0.116643,0.3998,0.074007,0.074086
2572,60be2c98e451737687210411,7,3,0.1145,0.357479,,0.108044,0.354896,0.109859,0.109951
2573,60be2c98e451737687210412,7,3,0.145277,0.462672,,0.139527,0.461586,0.137403,0.137377
2574,60be2c98e451737687210413,7,3,0.128554,0.416753,,0.122632,0.414434,0.173219,0.173242
2575,60be2c98e451737687210414,7,3,0.324471,0.713687,,0.32197,0.716035,0.156411,0.156364
2576,60be2c98e451737687210415,7,3,0.28429,0.673361,,0.281401,0.675162,0.192232,0.192229
2577,60be2c98e451737687210416,7,3,0.381823,0.762636,,0.38077,0.766854,0.219628,0.219656
2578,60be2c98e451737687210417,7,3,0.338448,0.726481,,0.336452,0.730935,0.255517,0.25552
2579,60be2c98e451737687210418,7,3,0.640263,0.885132,,0.642894,0.892392,0.238693,0.238643
2580,60be2c98e451737687210419,7,3,0.595975,0.875206,,0.597663,0.883239,0.274577,0.274508
2581,60be2c98e45173768721041a,7,3,0.696106,0.889836,,0.699955,0.898004,0.301973,0.301934
2582,60be2c98e45173768721041b,7,3,0.654612,0.887229,,0.65747,0.894012,0.337871,0.337799
2583,60be2c98e45173768721041c,7,3,0.863789,0.803236,,0.868482,0.807502,0.320898,0.320921
2584,60be2c98e45173768721041d,7,3,0.844527,0.83024,,0.850197,0.835697,0.356793,0.356786
2585,60be2c98e45173768721041e,7,3,0.88139,0.760602,,0.888292,0.765037,0.384212,0.384212
2586,60be2c98e45173768721041f,7,3,0.869072,0.793256,,0.87514,0.798261,0.420063,0.420077
2587,60be2c98e451737687210420,7,3,0.573122,0.204943,,0.57425,0.200853,0.017133,0.017124
